App,Response,Category,Question,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
vTree,0,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
vTree,0,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
vTree,0,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
vTree,0,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
PlantNet,0,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
PlantNet,0,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
PlantNet,0,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
PlantNet,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
PlantNet,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
PlantNet,0,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
PlantNet,0,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
PlantNet,0,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
PlantNet,0,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
PlantNet,0,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
PlantNet,0,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
PlantNet,1,Recognize,Use of the app helped me recognize and describe different conifer leaf characteristics.,,,,,,,,
TreesPNW,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
TreesPNW,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
TreesPNW,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
TreesPNW,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
vTree,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
vTree,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
vTree,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
vTree,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
vTree,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
vTree,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
vTree,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
vTree,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
vTree,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
vTree,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
vTree,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
vTree,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
vTree,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
vTree,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
vTree,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
vTree,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
vTree,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
Seek,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
Seek,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
PlantNet,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
PlantNet,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
PlantNet,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
PlantNet,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
PlantNet,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
PlantNet,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
PlantNet,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
PlantNet,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
PlantNet,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
PlantNet,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
PlantNet,0,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
PlantNet,1,Recognize,Use of the app helped me recognize distinctive bark characteristics.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
TreesPNW,0,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
TreesPNW,0,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
TreesPNW,0,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
TreesPNW,0,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
TreesPNW,0,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
TreesPNW,0,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
vTree,0,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
vTree,0,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
vTree,0,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
vTree,0,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
vTree,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
Seek,0,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
Seek,0,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
Seek,0,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
Seek,0,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
Seek,0,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
Seek,0,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
Seek,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
Seek,0,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
PlantNet,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
PlantNet,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
PlantNet,0,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
PlantNet,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
PlantNet,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
PlantNet,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
PlantNet,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
PlantNet,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
PlantNet,0,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
PlantNet,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
PlantNet,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
PlantNet,1,Observation,Use of the app encouraged my observation of tree cones and fruits.,,,,,,,,
TreesPNW,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
TreesPNW,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
TreesPNW,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
TreesPNW,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
TreesPNW,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
TreesPNW,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
TreesPNW,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
TreesPNW,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
vTree,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
vTree,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
vTree,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
vTree,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
vTree,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
vTree,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
vTree,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
vTree,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
vTree,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
vTree,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
vTree,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
vTree,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
vTree,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
vTree,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
vTree,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
vTree,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
vTree,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
vTree,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
vTree,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
vTree,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
vTree,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
Seek,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
Seek,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
Seek,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
Seek,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
Seek,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
Seek,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
Seek,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
Seek,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
Seek,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
Seek,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
Seek,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
Seek,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
Seek,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
Seek,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
Seek,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
Seek,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
Seek,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
Seek,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
Seek,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
Seek,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
Seek,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
Seek,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
Seek,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
Seek,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
PlantNet,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
PlantNet,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
PlantNet,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
PlantNet,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
PlantNet,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
PlantNet,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
PlantNet,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
PlantNet,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
PlantNet,0,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
PlantNet,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
PlantNet,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
PlantNet,1,Recognize,Use of the app helped me learn to recognize and describe characteristics of tree cones and fruits.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree flowers.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree flowers.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree flowers.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree flowers.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree flowers.,,,,,,,,
TreesPNW,0,Observation,Use of the app encouraged my observation of tree flowers.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree flowers.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree flowers.,,,,,,,,
TreesPNW,0,Observation,Use of the app encouraged my observation of tree flowers.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree flowers.,,,,,,,,
TreesPNW,0,Observation,Use of the app encouraged my observation of tree flowers.,,,,,,,,
TreesPNW,0,Observation,Use of the app encouraged my observation of tree flowers.,,,,,,,,
TreesPNW,0,Observation,Use of the app encouraged my observation of tree flowers.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree flowers.,,,,,,,,
TreesPNW,0,Observation,Use of the app encouraged my observation of tree flowers.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree flowers.,,,,,,,,
TreesPNW,0,Observation,Use of the app encouraged my observation of tree flowers.,,,,,,,,
TreesPNW,0,Observation,Use of the app encouraged my observation of tree flowers.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree flowers.,,,,,,,,
TreesPNW,0,Observation,Use of the app encouraged my observation of tree flowers.,,,,,,,,
TreesPNW,1,Observation,Use of the app encouraged my observation of tree flowers.,,,,,,,,
